os_type,os_days_since_update,firewall_enabled,antivirus_enabled,days_since_av_update,browser_safe_browsing_enabled,browser_autofill_passwords,risky_extension_count,risk_score_0_10,risk_tier
Linux,178.3,1,0,236.8,1,0,0,3.96,Low
macOS,116.9,0,1,24.2,1,1,1,6.13,Medium
macOS,117.8,1,1,43.1,0,1,1,6.59,Medium
macOS,354.0,1,1,56.4,0,1,1,7.68,High
macOS,102.8,0,1,127.6,1,1,3,7.19,High
macOS,141.6,0,1,42.9,0,0,2,7.63,High
Windows,74.9,1,0,7.4,1,1,0,3.06,Low
Linux,290.1,1,0,24.8,1,0,1,5.43,Medium
macOS,21.0,0,0,19.4,1,0,3,6.14,Medium
macOS,159.5,1,0,20.2,1,0,1,4.38,Medium
Windows,166.7,1,1,63.8,0,1,1,6.83,Medium
Windows,156.1,1,1,172.8,1,0,1,3.65,Low
Windows,273.6,0,0,29.4,0,1,3,10.0,High
Windows,262.0,0,0,116.5,0,1,1,10.0,High
Windows,132.2,1,0,63.2,0,1,1,7.99,High
Windows,120.7,1,0,48.0,1,1,1,4.67,Medium
Windows,126.6,1,1,27.9,1,0,1,2.73,Low
Windows,71.5,1,1,39.2,1,1,1,2.17,Low
Windows,57.9,1,1,13.0,1,0,2,1.5,Low
Linux,107.8,1,0,23.4,0,0,3,6.53,Medium
Windows,177.4,0,0,107.4,0,1,3,10.0,High
Windows,157.7,1,0,74.5,0,1,1,7.21,High
Windows,91.8,1,1,29.0,1,1,0,2.24,Low
Windows,361.2,0,0,53.3,0,0,8,10.0,High
Windows,124.0,1,1,9.8,1,0,2,3.32,Low
macOS,237.1,0,1,36.1,0,1,0,8.6,High
Linux,44.7,1,1,54.7,0,0,1,3.2,Low
Windows,124.0,0,0,48.5,0,0,2,8.68,High
macOS,89.2,0,0,57.9,0,1,2,9.97,High
Windows,102.3,0,1,13.2,0,1,1,8.2,High
Windows,256.3,1,1,88.9,1,1,1,5.28,Medium
Windows,346.7,0,0,88.1,1,1,8,10.0,High
Windows,168.0,0,1,15.7,1,1,0,5.66,Medium
macOS,63.8,1,0,78.4,1,0,3,3.06,Low
macOS,42.4,0,0,10.8,0,0,1,7.55,High
macOS,32.2,1,0,47.7,1,1,3,3.68,Low
Windows,348.7,1,0,54.9,0,1,2,8.52,High
macOS,25.3,1,1,18.8,1,0,0,0.74,Low
Windows,34.6,0,0,26.6,1,0,1,6.58,Medium
Windows,120.6,1,1,82.8,0,0,1,4.35,Medium
Windows,21.8,1,1,13.5,1,1,0,1.22,Low
macOS,31.5,1,1,27.0,1,0,4,2.19,Low
Linux,172.1,0,0,65.7,0,0,0,10.0,High
Windows,104.6,0,1,25.4,1,1,1,4.88,Medium
macOS,38.4,1,1,81.1,0,0,3,4.17,Medium
macOS,72.4,1,0,183.6,1,0,1,4.06,Medium
macOS,92.3,1,1,6.7,1,1,1,1.88,Low
Windows,27.2,1,1,72.6,0,0,1,2.36,Low
macOS,88.0,1,1,19.1,1,0,0,2.51,Low
macOS,107.4,0,0,65.7,0,1,2,10.0,High
Linux,29.1,1,1,7.9,1,0,3,1.17,Low
Windows,160.4,0,1,94.6,1,1,2,7.55,High
Linux,398.3,1,0,185.0,1,1,3,6.67,Medium
Windows,31.4,1,1,82.7,0,0,0,3.0,Low
macOS,164.9,0,0,80.6,1,1,0,8.32,High
Windows,102.4,0,1,44.3,1,1,2,6.17,Medium
Windows,63.9,1,1,73.8,1,0,3,3.01,Low
Windows,178.8,0,0,82.9,0,1,2,10.0,High
Windows,30.9,0,0,46.5,0,0,4,8.19,High
Windows,80.5,1,1,25.5,0,1,1,4.84,Medium
Windows,16.0,1,1,32.4,1,0,0,0.74,Low
Windows,128.6,1,1,43.3,1,0,0,2.94,Low
Windows,134.1,1,1,18.6,1,1,1,3.75,Low
macOS,49.2,1,1,10.2,1,1,0,0.85,Low
Linux,98.4,0,0,72.4,1,0,4,9.82,High
macOS,229.0,1,0,64.6,0,1,3,9.41,High
Windows,79.4,0,0,102.3,1,1,0,8.25,High
Windows,363.8,0,0,67.1,1,1,1,9.44,High
Linux,156.5,0,0,26.6,1,1,1,8.92,High
Windows,93.2,1,1,140.8,0,1,3,7.34,High
Windows,37.5,1,1,8.4,0,1,1,3.33,Low
Linux,74.7,1,1,58.0,0,0,1,3.41,Low
Linux,19.8,1,1,100.5,1,1,2,2.11,Low
Windows,183.3,1,0,83.0,1,1,2,5.77,Medium
macOS,140.1,0,1,167.8,1,1,1,6.94,Medium
Windows,61.9,1,1,11.5,1,0,1,1.54,Low
macOS,79.4,1,1,147.7,1,0,1,3.13,Low
Windows,255.9,0,0,86.8,0,1,3,10.0,High
Windows,116.4,1,0,9.8,1,1,5,7.03,High
macOS,269.6,0,0,35.6,0,1,6,10.0,High
Windows,203.7,0,1,92.7,0,1,4,10.0,High
macOS,87.2,1,0,50.3,0,1,1,6.67,Medium
Windows,62.5,1,1,58.4,0,1,2,4.7,Medium
Linux,30.3,1,1,56.5,1,1,1,2.7,Low
macOS,109.5,1,0,22.8,1,0,1,4.08,Medium
Windows,53.5,0,0,48.6,1,1,2,8.0,High
macOS,217.5,0,0,43.9,1,0,2,9.07,High
Windows,62.1,1,1,17.5,1,1,3,2.5,Low
Windows,20.3,0,1,45.7,1,0,1,3.39,Low
Windows,120.3,1,1,16.9,1,0,2,2.55,Low
Linux,43.1,0,1,72.3,0,1,4,7.68,High
macOS,158.7,0,1,44.2,1,0,3,7.85,High
Linux,121.1,0,0,32.4,1,1,2,8.79,High
Linux,153.6,0,1,154.3,1,1,4,8.06,High
Linux,212.4,0,1,245.3,1,0,3,8.19,High
Windows,127.0,1,1,57.5,1,1,2,4.15,Medium
Linux,58.2,1,0,22.8,1,1,0,2.31,Low
macOS,179.1,1,1,21.6,1,1,1,4.59,Medium
Windows,127.2,0,0,18.7,1,1,1,8.29,High
macOS,82.4,1,1,34.6,1,0,0,2.02,Low
Windows,46.0,1,1,33.9,1,0,4,2.74,Low
Windows,37.2,1,1,23.8,0,0,1,2.25,Low
Windows,173.2,1,1,124.5,0,1,1,6.66,Medium
Windows,70.0,0,1,17.3,1,1,0,3.52,Low
Windows,83.4,1,1,6.0,0,0,2,3.37,Low
Linux,107.0,1,0,21.3,1,1,1,4.67,Medium
macOS,123.2,0,0,39.8,1,0,0,6.77,Medium
Windows,54.7,0,1,20.9,0,1,0,6.1,Medium
Windows,86.8,0,1,31.8,0,0,2,6.31,Medium
Windows,44.5,0,1,181.6,1,1,3,5.03,Medium
Windows,209.0,1,1,156.9,0,0,4,7.25,High
macOS,105.3,0,1,49.9,0,0,0,6.51,Medium
Windows,152.5,1,1,31.9,1,0,2,4.35,Medium
macOS,343.1,1,1,231.5,1,1,2,5.04,Medium
macOS,109.4,1,0,33.3,1,1,2,4.57,Medium
macOS,281.2,1,0,126.9,1,1,0,5.52,Medium
Linux,421.9,1,0,219.1,0,0,3,7.15,High
Windows,101.5,1,1,29.5,0,1,0,5.2,Medium
Linux,18.1,1,1,66.6,1,0,1,0.83,Low
macOS,189.1,1,1,18.0,1,0,1,3.71,Low
macOS,245.9,0,1,71.1,1,1,4,9.36,High
macOS,110.3,1,0,183.1,0,1,2,6.62,Medium
macOS,115.1,1,1,48.0,1,0,1,3.42,Low
Linux,236.2,0,1,41.6,0,1,4,10.0,High
Windows,89.7,1,1,80.0,0,1,1,5.63,Medium
macOS,42.1,0,0,135.9,1,0,2,6.69,Medium
macOS,254.8,0,1,78.3,0,1,4,10.0,High
Windows,66.5,1,1,7.4,0,1,0,4.32,Medium
Linux,142.3,1,1,20.8,1,0,0,1.67,Low
Windows,49.5,1,0,15.0,0,0,0,3.97,Low
macOS,30.4,1,1,20.4,0,1,1,4.05,Medium
Windows,39.6,1,1,41.0,1,0,0,1.17,Low
Windows,47.0,1,0,6.7,1,1,0,3.03,Low
macOS,108.5,1,1,149.6,0,0,2,5.56,Medium
Windows,308.6,1,0,72.1,1,0,3,6.31,Medium
Windows,47.5,1,1,28.3,0,0,0,2.23,Low
Windows,298.0,1,1,54.4,1,0,0,4.86,Medium
Windows,131.9,1,1,51.2,0,0,1,4.81,Medium
macOS,105.0,1,1,73.8,1,0,2,3.65,Low
Linux,196.4,1,0,35.0,1,0,3,5.87,Medium
Windows,110.2,0,0,136.9,0,0,3,9.49,High
macOS,105.9,1,1,15.5,1,1,2,2.68,Low
Windows,190.8,1,1,77.7,1,1,2,4.94,Medium
macOS,121.8,1,1,22.6,1,0,0,2.31,Low
Windows,50.7,0,1,121.1,0,1,2,7.2,High
Windows,118.3,1,1,34.0,1,1,3,4.08,Medium
Windows,48.3,1,0,219.7,1,0,3,3.16,Low
macOS,161.3,1,0,38.1,1,1,5,6.97,Medium
Windows,69.2,1,1,5.7,1,0,3,1.05,Low
Windows,73.8,0,1,40.1,1,0,1,4.4,Medium
macOS,198.5,1,1,65.4,1,1,0,4.56,Medium
macOS,60.8,1,1,26.7,1,0,0,1.91,Low
Windows,113.8,0,0,28.7,0,1,2,10.0,High
macOS,48.6,1,0,23.0,1,0,1,3.06,Low
Linux,107.7,1,1,7.9,1,1,0,2.89,Low
Windows,117.3,1,0,51.0,0,0,1,4.97,Medium
macOS,279.5,1,0,28.6,0,0,2,6.88,Medium
Windows,159.6,1,0,102.1,0,1,3,9.4,High
macOS,85.4,0,0,25.5,0,0,2,9.16,High
Windows,61.9,0,1,17.3,1,0,2,4.31,Medium
macOS,185.1,1,0,58.8,1,0,5,6.86,Medium
Windows,402.6,1,1,81.9,1,0,2,3.96,Low
Windows,234.5,0,0,3.4,1,0,3,10.0,High
Linux,85.5,0,0,65.1,0,1,1,9.34,High
Windows,48.3,0,1,100.4,1,1,2,5.0,Medium
Linux,114.0,0,0,84.2,0,1,3,10.0,High
Linux,54.9,1,1,41.8,1,1,0,1.71,Low
Linux,10.1,1,0,46.3,1,0,1,1.98,Low
Windows,68.7,1,1,21.9,1,1,2,1.82,Low
macOS,129.2,1,1,11.8,0,0,0,3.73,Low
Windows,95.1,1,1,81.8,0,1,0,4.99,Medium
Windows,133.3,1,1,50.6,1,1,1,3.52,Low
Linux,141.4,0,0,18.2,0,0,2,9.94,High
macOS,81.4,0,0,214.3,0,1,0,9.91,High
Windows,85.7,1,1,80.8,1,0,1,2.4,Low
Windows,106.6,0,0,44.6,0,1,4,10.0,High
macOS,59.2,1,0,103.6,0,1,1,5.47,Medium
macOS,40.2,0,1,47.5,1,0,2,4.09,Medium
Windows,16.2,1,0,23.9,1,0,2,1.83,Low
Linux,27.9,1,1,59.8,0,1,0,3.99,Low
Windows,53.8,0,1,35.5,1,1,2,4.0,Medium
Windows,72.9,0,0,51.5,1,1,0,8.04,High
macOS,284.2,0,0,46.3,0,0,3,10.0,High
Linux,41.1,1,1,47.6,0,1,0,5.23,Medium
Windows,39.6,1,1,27.8,1,0,0,1.58,Low
Windows,102.1,0,1,27.5,1,0,0,4.75,Medium
Windows,132.8,1,1,13.1,1,0,0,1.69,Low
Linux,163.8,1,0,38.3,1,0,0,4.93,Medium
Windows,137.8,0,1,94.1,1,1,3,8.49,High
Windows,81.6,1,1,44.9,0,0,2,3.47,Low
Linux,81.2,1,1,40.2,1,0,3,2.88,Low
Windows,57.4,0,1,3.4,1,0,0,3.54,Low
macOS,246.7,1,1,163.9,0,1,3,8.58,High
Windows,76.4,1,1,46.5,1,0,1,2.48,Low
macOS,81.2,1,1,36.1,1,0,0,2.18,Low
Windows,124.2,1,1,24.3,1,0,2,2.58,Low
Windows,84.3,1,1,5.3,0,0,0,3.37,Low
Windows,107.1,1,1,21.3,0,1,0,4.45,Medium
macOS,232.3,0,1,221.4,1,1,3,8.9,High
macOS,27.3,1,1,7.7,1,1,2,1.62,Low
Windows,112.0,1,1,8.7,0,0,2,3.63,Low
Windows,164.6,0,0,183.4,0,1,3,10.0,High
Linux,307.5,1,1,34.4,1,0,0,2.96,Low
Windows,29.9,0,1,18.7,0,0,1,4.92,Medium
Windows,103.5,1,1,57.1,0,0,2,4.58,Medium
macOS,39.9,1,0,88.3,1,0,3,3.55,Low
Windows,481.0,0,0,257.5,0,0,4,10.0,High
Windows,246.9,0,1,65.2,1,1,4,8.01,High
Windows,88.8,1,1,23.5,1,1,1,2.45,Low
Windows,9.0,1,0,17.2,1,1,1,3.11,Low
Windows,103.9,1,1,30.4,1,0,0,2.24,Low
macOS,83.2,1,1,105.6,0,1,4,5.54,Medium
macOS,19.7,1,1,6.8,1,0,1,0.63,Low
Windows,153.0,1,1,36.6,1,0,2,4.34,Medium
macOS,66.2,1,1,23.0,1,0,2,1.58,Low
Windows,158.9,0,1,89.3,1,1,3,7.91,High
macOS,31.6,0,1,8.6,1,1,0,3.5,Low
Windows,61.2,1,1,92.1,1,1,1,2.43,Low
macOS,6.8,1,0,11.3,1,1,3,3.12,Low
Windows,111.0,1,1,54.4,1,1,4,5.05,Medium
Windows,31.9,1,1,32.0,1,0,1,1.39,Low
Windows,121.8,0,1,148.2,1,1,0,6.62,Medium
Windows,61.4,0,1,34.4,1,1,4,4.93,Medium
Windows,105.3,1,0,30.8,0,0,2,5.69,Medium
macOS,86.1,0,1,20.5,0,0,2,6.4,Medium
macOS,307.7,0,0,103.8,1,1,5,10.0,High
Windows,64.6,1,1,16.4,0,0,0,3.35,Low
Linux,72.0,1,1,32.6,0,0,1,2.88,Low
macOS,54.7,1,0,44.5,0,1,2,5.19,Medium
Linux,29.0,1,1,149.6,0,0,4,3.28,Low
macOS,266.5,0,0,147.9,0,1,8,10.0,High
macOS,107.6,0,0,123.6,1,1,2,8.07,High
Windows,105.2,0,0,53.3,1,1,1,7.53,High
macOS,107.2,0,1,62.8,1,1,2,6.33,Medium
Linux,85.2,0,0,44.9,0,0,0,8.26,High
Windows,135.5,0,1,33.4,1,0,3,7.08,High
Windows,89.2,1,0,28.4,1,0,3,4.06,Medium
Windows,59.8,1,1,92.4,0,1,2,5.77,Medium
Linux,134.2,1,1,164.6,1,1,1,3.81,Low
Windows,138.6,1,0,50.5,1,1,1,4.52,Medium
macOS,138.7,1,0,55.7,0,1,2,7.59,High
macOS,22.5,1,1,43.0,0,1,0,4.35,Medium
Linux,48.6,0,0,52.8,1,0,0,6.3,Medium
Windows,66.9,0,1,50.1,1,0,2,4.77,Medium
macOS,210.8,0,1,39.4,1,1,5,8.71,High
Linux,151.7,0,1,47.9,1,0,1,5.77,Medium
Windows,133.5,0,0,48.7,1,0,4,9.52,High
macOS,210.4,1,0,64.9,1,0,1,4.97,Medium
Windows,82.9,1,1,38.4,1,0,0,2.31,Low
macOS,63.5,1,1,23.7,1,0,2,2.22,Low
Windows,92.9,1,1,19.1,1,0,1,1.77,Low
Windows,107.3,0,1,51.8,0,0,1,6.71,Medium
Windows,221.5,0,0,36.7,0,1,2,10.0,High
Windows,61.3,0,0,85.0,1,1,1,7.09,High
Windows,99.7,1,1,78.5,1,1,2,3.62,Low
macOS,200.9,0,0,69.1,0,0,0,10.0,High
Windows,26.5,1,1,66.7,1,1,1,2.02,Low
Windows,6.0,0,1,36.5,0,1,1,6.23,Medium
macOS,82.7,1,1,27.0,1,0,2,1.85,Low
macOS,169.2,0,0,50.3,1,1,4,10.0,High
Windows,147.9,0,1,64.1,1,1,1,6.53,Medium
Linux,15.8,1,0,22.8,0,1,0,6.02,Medium
Windows,82.5,0,0,58.9,1,1,2,7.45,High
macOS,127.2,0,1,22.9,0,1,3,9.57,High
Windows,162.7,0,1,53.9,0,1,3,10.0,High
macOS,158.1,1,0,156.7,0,1,2,7.62,High
Linux,234.8,0,0,71.0,0,1,3,10.0,High
macOS,72.8,1,1,9.6,1,1,2,2.56,Low
macOS,88.3,0,0,139.1,0,0,3,8.61,High
macOS,57.4,1,0,45.7,1,1,4,4.07,Medium
Windows,59.9,1,1,138.7,0,1,1,4.73,Medium
macOS,142.2,1,1,99.0,0,1,0,6.63,Medium
macOS,136.2,1,1,127.2,1,0,4,4.51,Medium
Linux,270.0,0,0,139.1,0,0,5,10.0,High
Windows,105.1,0,0,98.2,1,1,1,7.52,High
Windows,27.3,0,1,39.4,1,0,1,4.01,Medium
macOS,80.2,1,1,37.2,1,0,0,2.32,Low
Windows,226.7,1,0,64.8,1,1,3,5.95,Medium
Windows,75.9,1,0,101.1,0,1,3,5.85,Medium
Windows,44.6,0,1,4.3,1,1,0,4.13,Medium
macOS,191.4,1,0,48.6,0,0,0,6.15,Medium
Windows,164.9,1,0,31.0,1,1,1,5.48,Medium
Windows,227.4,0,1,86.2,1,1,3,8.69,High
Windows,86.1,0,1,37.7,1,1,2,5.46,Medium
Linux,20.4,1,1,24.6,1,0,3,1.73,Low
macOS,53.9,1,0,10.0,0,1,1,5.08,Medium
Windows,81.3,0,1,26.2,1,0,2,4.46,Medium
Windows,179.3,1,0,24.8,1,1,1,5.07,Medium
macOS,118.2,1,0,47.3,0,0,3,6.91,Medium
Windows,45.3,1,0,80.8,1,1,0,2.38,Low
macOS,30.4,1,0,23.3,1,0,2,2.91,Low
Windows,165.4,0,1,54.3,1,0,4,7.84,High
Linux,127.9,0,1,136.9,0,0,2,7.58,High
Windows,156.3,1,1,107.4,1,0,2,3.78,Low
macOS,183.7,0,0,65.4,1,0,0,8.92,High
Windows,33.7,1,1,85.3,0,1,1,4.97,Medium
Linux,185.1,0,0,97.3,1,0,2,9.3,High
Linux,4.3,1,1,66.1,0,0,2,2.42,Low
macOS,90.6,1,1,30.2,1,0,0,2.65,Low
Windows,88.1,1,1,67.7,1,1,0,3.24,Low
Windows,54.4,1,1,33.9,1,1,0,1.72,Low
macOS,111.0,0,1,63.9,1,0,1,5.58,Medium
macOS,166.1,1,0,40.8,0,1,2,8.37,High
Windows,36.0,1,1,21.8,1,1,0,1.11,Low
Windows,276.7,0,0,40.0,0,1,4,10.0,High
Windows,96.9,1,1,75.2,1,0,2,2.97,Low
macOS,89.8,1,0,82.0,1,1,1,3.34,Low
macOS,85.6,0,1,46.5,1,0,4,5.46,Medium
macOS,12.6,0,1,4.6,1,0,1,3.19,Low
macOS,621.8,0,0,135.7,1,0,1,8.87,High
Windows,238.0,1,0,98.9,1,0,3,6.21,Medium
Windows,40.6,0,0,120.4,1,1,3,7.58,High
Windows,22.8,1,1,9.6,1,0,0,0.48,Low
macOS,107.6,0,1,55.7,0,1,1,7.83,High
Windows,155.0,0,0,39.6,0,0,2,10.0,High
Windows,58.9,0,1,85.1,1,0,0,4.83,Medium
Windows,182.4,0,0,89.1,0,1,6,10.0,High
Windows,143.0,1,0,66.6,0,1,1,7.78,High
macOS,138.1,0,0,31.4,1,0,4,9.79,High
Windows,57.4,1,1,23.7,1,1,4,2.73,Low
Windows,56.4,1,0,156.7,1,0,2,3.05,Low
macOS,16.7,1,1,75.0,0,0,2,2.78,Low
Windows,41.0,1,0,86.8,1,0,1,2.02,Low
Windows,143.0,1,0,21.2,0,0,4,8.22,High
Windows,164.7,0,0,73.7,1,1,1,8.56,High
macOS,74.4,1,1,30.7,1,0,1,2.48,Low
Windows,198.5,0,0,98.7,1,1,1,9.99,High
macOS,99.5,0,1,78.7,1,0,1,4.98,Medium
Linux,56.7,1,1,38.6,0,1,1,4.83,Medium
macOS,184.9,0,1,121.6,0,1,2,9.98,High
Windows,183.6,0,0,214.9,0,1,2,10.0,High
macOS,246.4,0,0,142.2,1,1,8,10.0,High
Windows,106.3,1,1,26.9,0,0,0,3.54,Low
Windows,60.7,0,1,140.1,0,1,0,7.5,High
Windows,56.0,0,1,69.5,1,1,1,4.34,Medium
Windows,49.9,1,1,63.7,1,0,1,1.19,Low
Windows,203.5,1,1,137.5,1,1,1,4.84,Medium
Windows,248.6,0,1,69.9,1,1,2,7.35,High
Windows,211.3,1,0,75.9,1,0,3,6.56,Medium
Windows,168.7,0,0,224.4,1,1,2,9.01,High
macOS,81.0,1,1,31.5,0,0,2,4.03,Medium
Linux,170.7,0,0,42.4,0,1,2,10.0,High
Windows,12.6,1,1,11.6,0,1,1,3.46,Low
macOS,170.8,0,0,72.1,1,0,5,10.0,High
Windows,41.1,0,1,40.5,0,0,1,5.75,Medium
Windows,8.8,1,0,36.9,1,0,1,1.25,Low
Windows,307.2,1,1,66.5,0,1,1,6.6,Medium
Windows,213.2,0,0,90.2,0,1,1,10.0,High
Windows,41.1,1,1,28.3,1,1,2,1.6,Low
Windows,240.0,0,1,108.6,1,1,1,6.91,Medium
Windows,36.1,1,0,2.1,1,0,0,2.3,Low
Windows,267.9,1,1,88.1,0,0,0,5.87,Medium
Windows,158.8,0,0,60.4,1,0,0,8.46,High
Windows,85.9,0,1,136.6,1,0,3,5.96,Medium
Windows,90.6,1,0,34.6,1,1,0,3.53,Low
Windows,124.6,1,1,72.2,0,1,1,5.77,Medium
Windows,51.7,1,1,43.2,1,0,2,1.45,Low
Windows,154.9,1,1,11.0,1,1,0,3.46,Low
Windows,181.5,0,1,30.6,0,0,2,7.97,High
Windows,24.4,1,1,9.2,0,0,0,2.95,Low
Linux,66.9,0,0,48.5,0,0,3,8.83,High
Windows,131.6,1,0,17.5,1,0,0,3.25,Low
Windows,53.1,1,1,19.0,0,0,2,3.49,Low
Windows,133.6,1,0,142.7,1,0,2,4.04,Medium
Linux,62.5,0,0,96.3,1,0,1,6.19,Medium
macOS,120.7,1,0,105.8,1,0,2,4.56,Medium
macOS,177.2,1,1,20.7,0,0,3,6.9,Medium
Linux,175.1,1,0,93.0,1,0,6,7.25,High
Windows,46.8,0,1,21.1,1,0,2,3.7,Low
Linux,73.0,1,0,130.2,1,1,4,5.09,Medium
Windows,379.0,1,0,61.2,1,0,3,6.87,Medium
macOS,101.7,1,1,21.9,1,1,2,2.66,Low
Windows,141.3,1,1,41.0,1,0,1,4.21,Medium
Windows,87.3,1,1,31.6,1,0,3,2.86,Low
Linux,124.3,1,1,51.9,1,0,1,3.18,Low
Windows,299.0,1,0,40.4,0,0,1,6.18,Medium
Linux,74.4,1,1,26.3,1,0,1,0.63,Low
Windows,90.6,1,0,20.7,0,0,0,4.92,Medium
macOS,61.6,1,1,37.2,1,1,1,2.11,Low
Linux,113.7,1,1,143.6,1,0,2,3.23,Low
Windows,78.1,1,1,91.5,1,0,2,2.65,Low
Linux,121.8,0,0,6.1,1,0,1,7.42,High
macOS,89.6,1,1,67.0,0,1,1,5.7,Medium
macOS,441.5,0,0,79.2,1,1,2,9.16,High
Windows,28.0,1,0,25.8,0,1,2,4.66,Medium
Windows,159.6,1,1,72.9,0,0,0,5.16,Medium
macOS,235.3,1,0,24.3,1,0,1,4.77,Medium
Windows,126.7,0,0,176.7,1,0,2,7.27,High
Windows,115.9,1,1,99.6,1,1,4,4.87,Medium
Windows,368.5,0,0,162.5,0,0,3,10.0,High
Linux,119.3,0,0,46.0,1,0,0,7.58,High
Windows,130.8,0,1,14.0,1,0,2,5.89,Medium
macOS,56.4,1,1,22.9,0,0,0,3.22,Low
Linux,83.7,1,1,113.9,0,0,0,3.96,Low
Windows,75.5,1,1,37.8,0,0,1,3.23,Low
Windows,113.1,1,1,60.0,0,0,1,4.29,Medium
macOS,57.1,1,1,81.6,1,1,1,2.79,Low
Windows,153.2,0,0,64.6,1,0,2,8.92,High
macOS,85.1,1,1,111.6,1,1,2,3.53,Low
macOS,66.6,1,1,61.7,1,1,1,2.6,Low
macOS,170.8,0,1,18.4,1,0,0,5.8,Medium
Windows,129.2,0,1,17.4,1,1,3,7.06,High
macOS,75.4,1,1,43.4,0,0,1,2.75,Low
macOS,32.7,0,1,47.3,1,0,2,4.01,Medium
Windows,94.9,1,0,80.2,1,1,0,3.62,Low
macOS,35.0,1,1,0.1,1,1,3,2.04,Low
Linux,21.6,1,0,37.6,1,0,1,1.74,Low
macOS,267.2,1,1,87.0,0,1,1,6.7,Medium
Windows,167.1,1,1,24.2,1,1,4,6.16,Medium
Windows,32.8,1,1,84.2,1,1,1,1.81,Low
Windows,164.3,0,1,76.5,1,0,0,5.95,Medium
Windows,161.6,1,0,161.7,0,0,0,6.07,Medium
Windows,77.1,0,1,17.4,0,1,2,7.52,High
Linux,44.9,0,1,36.5,1,0,1,4.5,Medium
Windows,115.3,1,1,99.1,1,0,0,2.81,Low
macOS,253.3,0,0,49.8,0,1,3,10.0,High
Windows,361.9,1,1,36.6,1,0,1,3.88,Low
Windows,55.4,0,0,48.6,1,1,5,7.64,High
Windows,111.5,1,1,22.8,1,1,4,4.9,Medium
Windows,176.2,0,1,97.7,0,0,1,7.9,High
macOS,89.6,0,1,71.5,1,0,0,4.4,Medium
Linux,230.4,0,1,65.3,0,1,5,10.0,High
Linux,28.9,1,1,14.9,1,0,0,0.69,Low
Windows,283.1,0,0,61.0,1,1,1,9.55,High
macOS,9.6,1,1,78.8,1,1,0,1.3,Low
Windows,42.0,0,1,24.8,1,1,0,3.5,Low
Linux,100.3,0,0,17.8,1,1,1,8.5,High
Windows,64.8,0,1,1.5,1,0,1,3.63,Low
Windows,74.7,0,1,54.2,0,1,3,8.3,High
Windows,120.7,0,0,151.7,1,0,2,8.37,High
Windows,259.6,0,1,32.0,1,1,5,9.28,High
Windows,41.6,1,0,11.2,0,0,0,3.72,Low
Linux,167.9,1,1,22.8,1,1,3,4.96,Medium
macOS,53.6,1,1,14.4,0,0,0,1.8,Low
Linux,128.3,1,1,76.4,0,1,2,6.27,Medium
Windows,121.6,0,1,144.9,0,0,1,7.74,High
macOS,77.5,1,0,44.2,0,1,0,5.81,Medium
Windows,130.1,1,0,35.0,0,0,1,6.06,Medium
Windows,213.6,1,1,24.6,0,1,0,5.98,Medium
Windows,219.9,0,0,75.8,0,1,3,10.0,High
Windows,207.2,0,1,104.7,0,1,4,10.0,High
macOS,262.5,0,0,123.6,0,1,2,10.0,High
Windows,390.5,0,0,69.7,1,1,3,10.0,High
Windows,65.4,1,1,50.0,0,1,1,4.69,Medium
macOS,145.2,0,1,65.4,0,1,2,9.27,High
Windows,285.8,0,0,57.5,0,1,3,10.0,High
Linux,57.7,1,1,13.5,1,1,1,1.68,Low
Windows,291.3,1,1,108.1,0,1,6,8.63,High
macOS,135.1,0,0,42.2,1,0,0,7.44,High
macOS,240.6,0,0,35.0,1,1,3,10.0,High
macOS,270.6,0,1,66.7,0,0,5,10.0,High
macOS,127.5,1,0,48.7,1,1,3,5.59,Medium
Linux,94.7,1,1,44.0,1,0,0,2.76,Low
macOS,75.9,1,1,36.9,1,0,1,1.43,Low
Windows,90.3,1,1,93.4,0,0,0,3.67,Low
Windows,116.0,0,1,141.3,1,0,0,5.22,Medium
macOS,52.6,0,0,101.7,0,1,2,10.0,High
Windows,30.7,0,0,49.6,0,1,1,9.08,High
Windows,344.9,1,0,61.4,1,0,5,6.47,Medium
Windows,50.9,1,1,18.7,0,1,2,4.29,Medium
Windows,224.2,1,1,134.3,1,1,3,6.77,Medium
Windows,17.7,1,1,12.2,1,0,1,1.12,Low
macOS,81.1,1,1,57.8,1,1,0,2.54,Low
macOS,138.2,0,0,21.8,0,1,3,10.0,High
macOS,27.6,1,1,6.5,0,0,2,2.13,Low
Windows,125.6,0,1,79.9,0,0,3,8.9,High
Windows,18.7,1,1,12.6,1,0,0,0.0,Low
macOS,59.3,0,0,87.6,0,0,1,7.98,High
Windows,33.2,0,1,23.5,0,1,2,6.06,Medium
macOS,7.2,1,1,35.0,1,0,0,0.46,Low
Windows,163.0,1,1,46.2,1,0,2,4.2,Medium
Linux,105.1,1,0,59.7,1,1,3,5.64,Medium
Windows,80.7,1,1,58.7,0,1,2,5.79,Medium
macOS,83.9,0,0,62.5,1,1,4,8.68,High
macOS,90.4,0,1,36.4,1,1,2,6.95,Medium
Windows,35.8,1,1,52.0,0,1,1,4.78,Medium
macOS,80.3,1,0,79.3,1,1,2,4.17,Medium
Windows,156.7,1,0,145.8,1,1,3,6.32,Medium
macOS,64.0,0,1,139.0,0,0,5,7.2,High
